date,un
1993.2019,0.07973325
1993.2047,0.07775461
1993.2074,0.07206949
1993.2101,0.07264833
1993.2129,0.06542939
1993.2156,0.0723615
1993.2183,0.07061208
1993.2211,0.07243589
1993.2238,0.07149576
1993.2266,0.07988205
1993.2293,0.08059264
1993.232,0.07486992
1993.2348,0.07804474
1993.2375,0.08006886
1993.2402,0.07309032
1993.243,0.07769222
1993.2457,0.07721431
1993.2485,0.0692823
1993.2512,0.07941132
1993.2539,0.07160327
1993.2567,0.07976976
1993.2594,0.07741023
1993.2621,0.08454603
1993.2649,0.08943516
1993.2676,0.0819212
1993.2704,0.07907967
1993.2731,0.0795209
1993.2758,0.08751311
1993.2786,0.07566557
1993.2813,0.08014773
1993.2841,0.07649702
1993.2868,0.07977782
1993.2895,0.07191604
1993.2923,0.07795208
1993.295,0.07691198
1993.2977,0.07868158
1993.3005,0.10449491
1993.3032,0.08602355
1993.306,0.08409134
1993.3087,0.08805849
1993.3114,0.07065604
1993.3142,0.08281269
1993.3169,0.0776476
1993.3196,0.08087416
1993.3224,0.0773751
1993.3251,0.08463035
1993.3279,0.06753044
1993.3306,0.08586702
1993.3333,0.07800589
1993.3361,0.08032087
1993.3388,0.08174774
1993.3415,0.08917336
1993.3443,0.07697801
1993.347,0.08184902
1993.3498,0.0870562
1993.3525,0.09354146
1993.3552,0.08656642
1993.3607,0.0882069
1993.3634,0.08839335
1993.3662,0.08199663
1993.3689,0.0760136
1993.3717,0.08114995
1993.3744,0.07813416
1993.3771,0.07882715
1993.3799,0.08779594
1993.3826,0.08105377
1993.3854,0.07781823
1993.3881,0.07615389
1993.3908,0.07899237
1993.3936,0.0745896
1993.3963,0.08407742
1993.399,0.08439967
1993.4018,0.07889844
1993.4045,0.08404721
1993.41,0.09106258
1993.4127,0.09096092
1993.4155,0.08291878
1993.4209,0.07247827
1993.4237,0.08492011
1993.4264,0.08446415
1993.4292,0.08556075
1993.4319,0.08473114
1993.4346,0.102389
1993.4374,0.09180068
1993.4401,0.10023688
1993.4428,0.09824678
1993.4456,0.08524626
1993.4483,0.09057381
1993.4538,0.09095321
1993.4565,0.08502441
1993.4593,0.09589354
1993.462,0.08236993
1993.4648,0.0878735
1993.4675,0.08864676
1993.4702,0.09006045
1993.473,0.09094642
1993.4757,0.09662547
1993.4784,0.08317574
1993.4812,0.08259878
1993.4839,0.07841373
1993.4867,0.08977016
1993.4894,0.07790741
1993.4921,0.08982108
1993.4949,0.09606028
1993.4976,0.09090294
1993.5031,0.1001713
1993.5058,0.09684291
1993.5086,0.09327255
1993.5113,0.0833184
1993.514,0.09083574
1993.5168,0.09097239
1993.5195,0.08814203
1993.525,0.09258618
1993.5277,0.09166347
1993.5305,0.09386377
1993.5332,0.09502253
1993.5359,0.08984389
1993.5387,0.09180568
1993.5414,0.10125999
1993.5441,0.10035662
1993.5469,0.09205436
1993.5524,0.09459745
1993.5551,0.09978377
1993.5578,0.09732129
1993.5606,0.09658906
1993.5633,0.09358188
1993.5661,0.08022133
1993.5688,0.08082592
1993.5715,0.09135695
1993.5743,0.08728097
1993.5797,0.09808912
1993.5825,0.08894149
1993.5852,0.08739463
1993.588,0.09942028
1993.5907,0.09233796
1993.5934,0.08728693
1993.5962,0.09701179
1993.5989,0.09523493
1993.6016,0.09234494
1993.6099,0.095421
1993.6126,0.10802964
1993.6153,0.09597636
1993.6181,0.08942833
1993.6208,0.10526769
1993.6235,0.09580055
1993.6263,0.10093473
1993.629,0.09570105
1993.6318,0.09797211
1993.6345,0.09973965
1993.6372,0.09826551
1993.64,0.09915213
1993.6427,0.08860387
1993.6454,0.09244733
1993.6482,0.08134929
1993.6537,0.08862605
1993.6564,0.09705932
1993.6591,0.08786689
1993.6619,0.11133079
1993.6646,0.09656928
1993.6674,0.10888492
1993.6701,0.09821249
1993.6728,0.11037268
1993.6756,0.09790017
1993.6783,0.09499132
1993.681,0.09670798
1993.6838,0.08914413
1993.6865,0.09644752
1993.6893,0.09951728
1993.692,0.09835514
1993.6947,0.09680758
1993.6975,0.09156168
1993.7002,0.10598572
1993.7029,0.10135611
1993.7057,0.08193587
1993.7084,0.10377021
1993.7112,0.08700479
1993.7139,0.10501862
1993.7166,0.08652982
1993.7194,0.10226182
1993.7221,0.09659538
1993.7248,0.09553475
1993.7276,0.10878847
1993.7303,0.10561727
1993.7331,0.10116788
1993.7413,0.10472131
1993.744,0.09871169
1993.7467,0.10653523
1993.7495,0.09945616
1993.7522,0.10771476
1993.755,0.0986714
1993.7577,0.10727413
1993.7604,0.10107005
1993.7632,0.10205915
1993.7659,0.10552633
1993.7687,0.10792716
1993.7714,0.10709171
1993.7741,0.10476687
1993.7769,0.09101642
1993.7823,0.10086139
1993.7851,0.10843855
1993.7878,0.09851379
1993.7933,0.10041871
1993.796,0.09931331
1993.7988,0.09900447
1993.8015,0.0994996
1993.8042,0.10234319
1993.807,0.09749605
1993.8097,0.10169879
1993.8125,0.10571181
1993.8152,0.09769558
1993.8179,0.10686755
1993.8207,0.10713716
1993.8234,0.09617953
1993.8261,0.0921631
1993.8289,0.10058718
1993.8316,0.10057575
1993.8344,0.10410664
1993.8371,0.1038963
1993.8398,0.10407902
1993.8426,0.09895654
1993.8453,0.11025808
1993.848,0.09585486
1993.8508,0.0994329
1993.8535,0.10132423
1993.8563,0.08974809
1993.859,0.10090741
1993.8617,0.10076728
1993.8672,0.11260458
1993.87,0.10136685
1993.8727,0.11367148
1993.8754,0.09963407
1993.8782,0.10481374
1993.8809,0.09996895
1993.8836,0.10171668
1993.8864,0.10089872
1993.8891,0.09175145
1993.8919,0.10309928
1993.8946,0.1004231
1993.8973,0.10321098
1993.9001,0.09764904
1993.9028,0.10291293
1993.9055,0.0986174
1993.9083,0.09986221
1993.911,0.1016592
1993.9138,0.11150568
1993.9165,0.10183246
1993.9192,0.1064446
1993.922,0.10193073
1993.9247,0.09393677
1993.9274,0.0976134
1993.9302,0.10405015
1993.9329,0.10296386
1993.9357,0.09177215
1993.9384,0.10481961
1993.9411,0.10109219
1993.9439,0.10808238
1993.9466,0.10694589
1993.9493,0.09991575
1993.9521,0.09774127
1993.9548,0.11554034
1993.9576,0.09754616
1993.9603,0.10563617
1993.963,0.10274962
1993.9658,0.10218267
1993.9685,0.10875649
1993.9713,0.09430137
1993.974,0.10414938
1993.9767,0.10358014
1993.9795,0.10520897
1993.9822,0.10657043
1993.9849,0.10361311
1993.9877,0.10782438
1993.9904,0.09888479
1993.9932,0.10906559
1993.9959,0.11032454
1993.9986,0.10498567
1994.0014,0.10779042
1994.0041,0.10388381
1994.0068,0.10667906
1994.0096,0.10659039
1994.0123,0.10182612
1994.0151,0.10231275
1994.0178,0.09809549
1994.0205,0.09564084
1994.0233,0.10387616
1994.026,0.09877244
1994.0287,0.09219513
1994.0315,0.09664903
1994.0342,0.095475
1994.037,0.09989106
1994.0397,0.09924661
1994.0424,0.09326139
1994.0452,0.09537947
1994.0479,0.09985597
1994.0507,0.10347902
1994.0534,0.10398534
1994.0561,0.0983879
1994.0589,0.09369189
1994.0616,0.10262215
1994.0643,0.10386213
1994.0671,0.10558932
1994.0698,0.10041324
1994.0726,0.10235538
1994.0753,0.1006491
1994.078,0.10546764
1994.0808,0.10402064
1994.0835,0.09825149
1994.0862,0.10296155
1994.089,0.10298454
1994.0917,0.10177301
1994.0945,0.09670977
1994.0972,0.10279794
1994.0999,0.10448561
1994.1027,0.09538379
1994.1054,0.1012199
1994.1109,0.09817752
1994.1136,0.09693307
1994.1164,0.10307025
1994.1191,0.10099555
1994.1218,0.10342021
1994.1246,0.10973574
1994.1273,0.11123065
1994.13,0.10803087
1994.1328,0.09059082
1994.1355,0.10895132
1994.1383,0.10690443
1994.141,0.10064895
1994.1437,0.11561501
1994.1465,0.11224105
1994.1492,0.10315785
1994.152,0.11100694
1994.1547,0.10596506
1994.1574,0.11188938
1994.1602,0.11346321
1994.1629,0.11193182
1994.1656,0.10100265
1994.1684,0.11043571
1994.1711,0.11518062
1994.1739,0.11243696
1994.1766,0.1145669
1994.1793,0.11440391
1994.1821,0.10480981
1994.1848,0.11204792
1994.1875,0.10368831
1994.1903,0.10570286
1994.193,0.11274882
1994.1985,0.10666051
1994.2012,0.1141079
1994.204,0.11524618
1994.2067,0.11494601
1994.2094,0.11188056
1994.2122,0.10988477
1994.2149,0.10838777
1994.2177,0.10672768
1994.2204,0.09963476
1994.2231,0.10817243
1994.2259,0.09762467
1994.2286,0.09892658
1994.2313,0.13101984
1994.2341,0.1130901
1994.2368,0.10854819
1994.2396,0.09771476
1994.2423,0.10280746
1994.245,0.10847555
1994.2478,0.10050024
1994.2505,0.10647054
1994.2533,0.11631216
1994.256,0.10684036
1994.2587,0.11968302
1994.2615,0.10825078
1994.2642,0.10514778
1994.2669,0.10680485
1994.2697,0.11034849
1994.2724,0.10734485
1994.2752,0.10635027
1994.2779,0.10921677
1994.2806,0.11254469
1994.2834,0.11657903
1994.2861,0.11037264
1994.2888,0.10968752
1994.2916,0.11837944
1994.2943,0.11009945
1994.2971,0.11241462
1994.2998,0.11007877
1994.3025,0.10014663
1994.3053,0.1145419
1994.308,0.11320776
1994.3107,0.11716415
1994.3162,0.10822181
1994.319,0.11349016
1994.3217,0.1207543
1994.3244,0.12224231
1994.3272,0.11313081
1994.3299,0.10971755
1994.3326,0.1070989
1994.3354,0.12456685
1994.3381,0.11418831
1994.3409,0.10716221
1994.3436,0.10098913
1994.3463,0.12702402
1994.3491,0.12284049
1994.3518,0.11977376
1994.3546,0.11735383
1994.3573,0.13437577
1994.36,0.11470186
1994.3628,0.11776359
1994.3655,0.12209869
1994.3682,0.1116985
1994.371,0.11004725
1994.3765,0.11291048
1994.3792,0.11052259
1994.3819,0.12372051
1994.3847,0.11644296
1994.3874,0.11327725
1994.3901,0.11956421
1994.3929,0.11389093
1994.3956,0.11266488
1994.3984,0.11619668
1994.4011,0.12086812
1994.4038,0.11204764
1994.4066,0.11325549
1994.4093,0.11479111
1994.412,0.11265729
1994.4148,0.11604698
1994.4175,0.10550042
1994.4203,0.10979369
1994.423,0.11994549
1994.4257,0.12305584
1994.4285,0.12516447
1994.4312,0.11019202
1994.4339,0.11856244
1994.4367,0.1151252
1994.4394,0.11481991
1994.4422,0.12087535
1994.4449,0.11474642
1994.4476,0.10926663
1994.4504,0.12235372
1994.4531,0.12761602
1994.4559,0.11917909
1994.4586,0.11969049
1994.4613,0.12156166
1994.4641,0.11460698
1994.4668,0.11424443
1994.4695,0.11509559
1994.4723,0.11813787
1994.475,0.12197267
1994.4778,0.11744146
1994.4805,0.12219235
1994.4832,0.11580528
1994.486,0.11648539
1994.4887,0.12646855
1994.4914,0.12136707
1994.4942,0.12224082
1994.4969,0.12475285
1994.4997,0.1201563
1994.5024,0.11463826
1994.5051,0.11926753
1994.5079,0.11943799
1994.5106,0.11742637
1994.5133,0.12994867
1994.5161,0.12177213
1994.5188,0.12999848
1994.5216,0.12208425
1994.5243,0.12424258
1994.527,0.12729462
1994.5298,0.12281095
1994.5325,0.1235753
1994.5352,0.11830602
1994.538,0.12826253
1994.5407,0.11596019
1994.5435,0.11245053
1994.5462,0.12234956
1994.5489,0.12561084
1994.5517,0.12338415
1994.5544,0.12115563
1994.5572,0.11816498
1994.5599,0.12685017
1994.5626,0.12623765
1994.5654,0.12164742
1994.5681,0.11903341
1994.5708,0.10788936
1994.5736,0.13204039
1994.5763,0.13663575
1994.5791,0.13134175
1994.5818,0.1296659
1994.5845,0.12266772
1994.5873,0.13145543
1994.59,0.13357606
1994.5927,0.12670553
1994.5955,0.12916306
1994.5982,0.12381367
1994.601,0.12872088
1994.6037,0.11880337
1994.6064,0.13336701
1994.6092,0.11773951
1994.6119,0.11088541
1994.6146,0.13261252
1994.6174,0.12959713
1994.6201,0.12395852
1994.6229,0.12568542
1994.6256,0.13357408
1994.6283,0.12544362
1994.6311,0.13578093
1994.6338,0.13252078
1994.6366,0.13269817
1994.6393,0.13598576
1994.642,0.12551385
1994.6448,0.13690159
1994.6475,0.13422925
1994.6502,0.13353458
1994.653,0.13300136
1994.6557,0.12315357
1994.6585,0.1336816
1994.6612,0.12456705
1994.6639,0.12457798
1994.6667,0.12639249
1994.6694,0.13254334
1994.6721,0.13169455
1994.6749,0.12383423
1994.6776,0.13100567
1994.6804,0.13007748
1994.6831,0.12816339
1994.6858,0.12183429
1994.6886,0.13095964
1994.6913,0.13031969
1994.694,0.11874056
1994.6968,0.12818564
1994.6995,0.11831273
1994.7023,0.13175145
1994.705,0.13329997
1994.7077,0.1314006
1994.7105,0.13438049
1994.7132,0.13242743
1994.7159,0.1301068
1994.7187,0.14366763
1994.7242,0.12860918
1994.7269,0.13029268
1994.7296,0.12734119
1994.7324,0.1385319
1994.7351,0.14294208
1994.7379,0.14231742
1994.7406,0.12659166
1994.7433,0.12483895
1994.7461,0.12216381
1994.7488,0.12283714
1994.7515,0.12078517
1994.7543,0.13021569
1994.757,0.13216133
1994.7598,0.12844506
1994.7625,0.12871738
1994.7652,0.13412183
1994.768,0.12997838
1994.7707,0.13053235
1994.7734,0.13236239
1994.7762,0.12852266
1994.7789,0.13158096
1994.7817,0.12339855
1994.7844,0.14319123
1994.7871,0.13692516
1994.7899,0.12342575
1994.7926,0.11898215
1994.7953,0.13059759
1994.7981,0.14370894
1994.8008,0.1419622
1994.8036,0.1316308
1994.8063,0.12082313
1994.809,0.13533896
1994.8118,0.13061141
1994.8145,0.1222048
1994.8172,0.14389075
1994.82,0.12862285
1994.8227,0.13101842
1994.8255,0.13073389
1994.8282,0.12558577
1994.8309,0.13015331
1994.8337,0.1349015
1994.8364,0.13644178
1994.8392,0.13704405
1994.8419,0.14144397
1994.8446,0.12774474
1994.8474,0.12577789
1994.8501,0.13276438
1994.8528,0.13456864
1994.8556,0.13385658
1994.8583,0.12881384
1994.8611,0.13470782
1994.8638,0.13820273
1994.8665,0.12965064
1994.8693,0.13439721
1994.872,0.14349304
1994.8747,0.13295806
1994.8775,0.13988461
1994.8802,0.13921821
1994.883,0.14252219
1994.8857,0.12995119
1994.8884,0.13270519
1994.8912,0.13610801
1994.8939,0.14280927
1994.8966,0.13775468
1994.8994,0.14717465
1994.9021,0.13607015
1994.9049,0.15194407
1994.9076,0.14463888
1994.9103,0.13812222
1994.9131,0.14089135
1994.9185,0.14462121
1994.9213,0.12989391
1994.924,0.13135192
1994.9268,0.13332034
1994.9295,0.13327729
1994.9322,0.14022593
1994.935,0.1307615
1994.9377,0.13610115
1994.9405,0.14114111
1994.9432,0.14598411
1994.9459,0.13279335
1994.9487,0.13352518
1994.9514,0.13603655
1994.9541,0.13843147
1994.9569,0.14638848
1994.9596,0.1416173
1994.9624,0.14353643
1994.9651,0.1467557
1994.9678,0.13770273
1994.9706,0.1398061
1994.9733,0.13586272
1994.976,0.14642796
1994.9788,0.13788018
1994.9815,0.14480344
1994.9843,0.14455345
1994.987,0.13714482
1994.9897,0.13891889
1994.9925,0.12856949
1994.9952,0.13880003
1994.9979,0.1397126
1995.0007,0.14182304
1995.0034,0.13927854
1995.0062,0.13663878
1995.0089,0.13899519
1995.0116,0.13445978
1995.05,0.14874332
1995.0527,0.15140147
1995.0554,0.13485955
1995.0582,0.13565286
1995.0609,0.13734856
1995.0637,0.1418814
1995.0828,0.15147998
1995.0856,0.13758057
1995.0883,0.14564085
1995.091,0.14266023
1995.0938,0.13718428
1995.0965,0.14807572
1995.0992,0.14120415
1995.102,0.14580723
1995.1047,0.14918055
1995.1075,0.14549854
1995.1102,0.14682644
1995.1129,0.14146241
1995.1157,0.13946222
1995.1184,0.15045687
1995.1211,0.13620037
1995.1239,0.15627297
1995.1266,0.13746157
1995.1294,0.14875495
1995.1321,0.14046885
1995.1348,0.14872595
1995.1376,0.13299969
1995.1403,0.15665356
1995.1431,0.13929321
1995.1458,0.14271165
1995.1485,0.14296568
1995.1513,0.14775082
1995.154,0.14519153
1995.1567,0.13877878
1995.1595,0.13661976
1995.1622,0.13956872
1995.165,0.1377062
1995.1677,0.13720052
1995.1732,0.14604651
1995.1759,0.149108
1995.1786,0.14286014
1995.1814,0.14719332
1995.1841,0.14365404
1995.1869,0.14941529
1995.1896,0.1470347
1995.1978,0.15191013
1995.2005,0.14473059
1995.2033,0.14496154
1995.206,0.14832835
1995.2088,0.14609245
1995.2115,0.15142907
1995.2142,0.14419334
1995.217,0.14314639
1995.2197,0.14673759
1995.2225,0.15118196
1995.2252,0.15201965
1995.2279,0.15313965
1995.2307,0.13806329
1995.2334,0.1488143
1995.2361,0.15547562
1995.2389,0.14353345
1995.2416,0.14417234
1995.2444,0.14240232
1995.2471,0.14057807
1995.2498,0.15338743
1995.2526,0.14795759
1995.2553,0.13807078
1995.258,0.1505971
1995.2635,0.14731376
1995.2663,0.1394302
1995.269,0.15058851
1995.2717,0.14493645
1995.2745,0.13839596
1995.2772,0.14543351
1995.2799,0.14212866
1995.2854,0.14678442
1995.2882,0.13861393
1995.2909,0.14441416
1995.2964,0.14518097
1995.2991,0.13742427
1995.3018,0.1427413
1995.3046,0.14261937
1995.3073,0.14014492
1995.3101,0.14377166
1995.3128,0.14411475
1995.3155,0.1376667
1995.3183,0.14202113
1995.321,0.13756007
1995.3238,0.14145445
1995.3292,0.15160652
1995.332,0.14905181
1995.3347,0.15292615
1995.3374,0.14625816
1995.3402,0.1500131
1995.3429,0.14246398
1995.3457,0.14611862
1995.3484,0.14691131
1995.3511,0.15473686
1995.3539,0.1545022
1995.3566,0.14536074
1995.3593,0.14403367
1995.3621,0.14964568
1995.3648,0.14807982
1995.3676,0.15644571
1995.3703,0.15262159
1995.373,0.16242654
1995.3758,0.1495288
1995.3785,0.15391128
1995.3812,0.15644742
1995.384,0.15594445
1995.3867,0.15521347
1995.3895,0.15068476
1995.3922,0.14659704
1995.4004,0.15229986
1995.4031,0.14674064
1995.4059,0.1487645
1995.4086,0.14263054
1995.4114,0.14483001
1995.4141,0.12786787
1995.4168,0.15077406
1995.4196,0.14607232
1995.4223,0.14028955
1995.4251,0.14147878
1995.4278,0.14420169
1995.4305,0.14342835
1995.4333,0.15133342
1995.436,0.14684414
1995.4387,0.15166715
1995.4415,0.15803771
1995.4442,0.14452958
1995.447,0.15018905
1995.4497,0.15091205
1995.4524,0.14069701
1995.4552,0.13623933
1995.4579,0.1458692
1995.4606,0.14247192
1995.4634,0.14939156
1995.4661,0.13335497
1995.4689,0.14166844
1995.4716,0.13687446
1995.4743,0.13911044
1995.4771,0.14275141
1995.4798,0.1391278
1995.4825,0.14109883
1995.4853,0.14743487
1995.488,0.14864919
1995.4908,0.15162432
1995.4935,0.14701025
1995.4962,0.14682529
1995.499,0.14833776
1995.5017,0.15274064
1995.5044,0.15568568
1995.5072,0.15839882
1995.5099,0.14411814
1995.5127,0.14818265
1995.5154,0.15998978
1995.5181,0.15553138
1995.5209,0.15287397
1995.5236,0.15671933
1995.5264,0.149621
1995.5291,0.14492912
1995.5318,0.15407092
1995.5756,0.15962148
1995.5784,0.14900278
1995.5811,0.15859424
1995.5921,0.1672424
1995.5948,0.16201406
1995.5975,0.16743352
1995.6003,0.16432265
1995.603,0.1610415
1995.6057,0.15433117
1995.6085,0.15000402
1995.6112,0.14993569
1995.614,0.16035596
1995.6167,0.15959515
1995.6194,0.15308666
1995.6222,0.15820236
1995.6249,0.16894471
1995.6277,0.15994993
1995.6304,0.16836937
1995.6331,0.17298156
1995.6359,0.16220124
1995.6386,0.16262964
1995.6413,0.15183998
1995.6441,0.15896586
1995.6468,0.15738496
1995.6496,0.15982012
1995.6523,0.15775082
1995.655,0.15498597
1995.6578,0.15966044
1995.6605,0.15275055
1995.666,0.1685628
1995.6687,0.16245106
1995.6715,0.15497941
1995.6742,0.15112272
1995.6769,0.1632594
1995.6797,0.16298632
1995.6824,0.16221773
1995.6851,0.15350326
1995.6879,0.15428939
1995.6906,0.15756784
1995.6934,0.1634341
1995.6961,0.15902461
1995.6988,0.15824072
1995.7016,0.16261185
1995.7043,0.16049977
1995.707,0.16165812
1995.7098,0.16104396
1995.7125,0.15610631
1995.7153,0.1610772
1995.718,0.15840483
1995.7207,0.15719679
1995.7235,0.16097496
1995.7262,0.16210643
1995.729,0.15652798
1995.7317,0.16724733
1995.7344,0.15757356
1995.7372,0.17270784
1995.7399,0.15986284
1995.7426,0.1550861
1995.7454,0.15982134
1995.7481,0.16109995
1995.7509,0.1612806
1995.7536,0.15607682
1995.7563,0.16074523
1995.7591,0.1585153
1995.7618,0.16491351
1995.7645,0.15733191
1995.7673,0.16847509
1995.77,0.15947612
1995.7728,0.16520656
1995.7755,0.16679532
1995.7782,0.16707743
1995.781,0.16305793
1995.7837,0.16192465
1995.7864,0.16353795
1995.7892,0.15939786
1995.7919,0.16070222
1995.7947,0.16518416
1995.7974,0.16841777
1995.8001,0.16740754
1995.8029,0.16258438
1995.8056,0.16678212
1995.8084,0.16668197
1995.8111,0.1712602
1995.8166,0.16391746
1995.8193,0.16714143
1995.822,0.16093527
1995.8248,0.15965659
1995.8275,0.15468531
1995.8303,0.16929334
1995.8385,0.13070512
1995.8412,0.13992653
1995.8439,0.1379446
1995.8467,0.14119982
1995.8576,0.1336917
1995.8604,0.13507421
1995.8631,0.1380143
1995.8658,0.13216375
1995.8686,0.13009173
1995.8713,0.13728999
1995.8741,0.13457701
1995.8768,0.13668401
1995.8795,0.13218143
1995.8823,0.13307295
1995.885,0.12513504
1995.8877,0.14118769
1995.8905,0.14219483
1995.8932,0.13274709
1995.896,0.14166717
1995.8987,0.12790659
1995.9014,0.13634941
1995.9042,0.13173617
1995.9069,0.13855263
1995.9097,0.12849198
1995.9124,0.12981371
1995.9151,0.13303695
1995.9179,0.13451498
1995.9206,0.13062141
1995.9233,0.13601559
1995.9261,0.1324376
1995.9288,0.13075987
1995.9316,0.1336648
1995.9343,0.13654915
1995.937,0.13888018
1995.9398,0.13914831
1995.9425,0.13922515
1995.9452,0.1368944
1995.948,0.14350157
1995.9507,0.14569862
1995.9535,0.14045623
1995.9562,0.13704884
1995.9589,0.14232289
1995.9644,0.1500251
1995.9671,0.1392228
1995.9699,0.13484901
1995.9726,0.13292914
1995.9754,0.13447489
1995.9781,0.14436536
1995.9808,0.14064235
1995.9836,0.14683631
1995.9863,0.144639
1995.989,0.14500539
1995.9918,0.13973647
1995.9945,0.14052641
1995.9973,0.13976498
1996.0,0.1434797
1996.0027,0.13639856
1996.0055,0.13812404
1996.0082,0.13366585
1996.011,0.14018174
1996.0137,0.14585007
1996.0164,0.14571997
1996.0192,0.14399974
1996.0219,0.14393117
1996.0246,0.14843859
1996.0274,0.14606584
1996.0301,0.14840218
1996.0329,0.1410855
1996.0356,0.13943094
1996.0383,0.13979594
1996.0411,0.14165082
1996.0438,0.13523022
1996.0465,0.14335919
1996.0493,0.14101375
1996.052,0.13734336
1996.0548,0.15225232
1996.0575,0.1449839
1996.0602,0.14590114
1996.063,0.14208503
1996.0657,0.14832533
1996.0684,0.14855556
1996.0712,0.1429306
1996.0739,0.14377548
1996.0767,0.14343016
1996.0794,0.14079131
1996.0821,0.14338366
1996.0849,0.13922628
1996.0876,0.15196323
1996.0903,0.14166241
1996.0931,0.15012997
1996.0958,0.1405953
1996.0986,0.13628015
1996.1013,0.13163232
1996.104,0.13608835
1996.1068,0.14007855
1996.1095,0.14358534
1996.1123,0.14623093
1996.115,0.14142381
1996.1177,0.14012592
1996.1205,0.14262131
1996.1232,0.14298619
1996.1259,0.15089107
1996.1287,0.14180801
1996.1314,0.13939363
1996.1342,0.13716637
1996.1588,0.14046928
1996.1615,0.14966189
1996.1643,0.13536374
1996.167,0.13983209
1996.1697,0.13977375
1996.1725,0.14547848
1996.1752,0.14631241
1996.178,0.14795528
1996.1807,0.13144095
1996.1834,0.1419344
1996.1862,0.14233429
1996.1889,0.1461586
1996.1916,0.1454058
1996.1944,0.14281577
1996.1971,0.14008935
1996.1999,0.14414168
